,Text,Class
791,freemsg today s the day if you are ready  i m horny   live in your town  i love sex fun   games  netcollex ltd 08700621170150p per msg reply stop to end,spam
792,thanks a lot for your wishes on my birthday  thanks you for making my birthday truly memorable ,ham
793,welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send  go stop   to 89123 ,spam
794,great news  call freefone 08006344447 to claim your guaranteed å 1000 cash or å 2000 gift  speak to a live operator now ,spam
795,urgent  we are trying to contact you  last weekends draw shows that you have won a å 900 prize guaranteed  call 09061701851  claim code k61  valid 12hours only,spam
796,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update co free on 08002986906 ,spam
797,i lost 4 pounds since my doc visit last week woot woot  now i m gonna celebrate by stuffing my face ,ham
798,you 07801543489 are guaranteed the latests nokia phone  a 40gb ipod mp3 player or a å 500 prize  txt word collect to no 83355  tc llc ny usa 150p mt msgrcvd18 ,spam
799,think i might have to give it a miss  am teaching til twelve  then have lecture at two  damn this working thing ,ham
800,ill call u 2mrw at ninish  with my address that icky american freek wont stop callin me 2 bad jen k eh ,ham
801,have a safe trip to nigeria  wish you happiness and very soon company to share moments with,ham
802,you still around  i could use a half 8th,ham
803,free entry into our å 250 weekly comp just send the word win to 80086 now  18 t c www txttowin co uk,spam
804,friendship is not a game to play  it is not a word to say  it doesn  t start on march and ends on may  it is tomorrow  yesterday  today and e,ham
805,ron say fri leh  n he said ding tai feng cant make reservations  but he said wait lor ,ham
806,howz that persons story,ham
807,ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online  you arrange shipping and you get a cut  or u      for a partnership where u      invest money for shipping and he takes care of the rest u  wud b self reliant soon dnt worry,ham
808,not really dude  have no friends i m afraid   ,ham
809,otherwise had part time job na tuition  ,ham
810,me fine  absolutly fine,ham
811,hmm   bad news   hype park plaza  700 studio taken   only left 2 bedrm  900   ,ham
812,wait  do you know if wesleys in town  i bet she does hella drugs ,ham
813,wah lucky man    then can save money    hee   ,ham
814,not yet chikku  wat abt u ,ham
815,yay  you better not have told that to 5 other girls either ,ham
816,you are awarded a sipix digital camera  call 09061221061 from landline  delivery within 28days  t cs box177  m221bp  2yr warranty  150ppm  16   p på 3 99,spam
817,i think that tantrum s finished so yeah i ll be by at some point,ham
818,come by our room at some point so we can iron out the plan for this weekend,ham
819,dont kick coco when he s down,ham
820,what     hello wats talks email address ,ham
821,no message  no responce  what happend ,ham
822,oops i did have it    lt   gt   ,ham
823,then get some cash together and i ll text jason,ham
824,k k pa had your lunch aha ,ham
825,if u sending her home first it s ok lor  i m not ready yet ,ham
826,i might go 2 sch  yar at e salon now v boring ,ham
827,or u ask they all if next sat can a not  if all of them can make it then i m ok lor ,ham
828,you have won a guaranteed å 1000 cash or a å 2000 prize  to claim yr prize call our customer service representative on 08714712379 between 10am 7pm cost 10p,spam
829,s i think he is waste for rr  ,ham
830,sir  i have been late in paying rent for the past few months and had to pay a    lt   gt   charge  i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up  i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end  can you please help  thanks,ham
831,huh so fast    dat means u havent finished painting ,ham
832,nah it s straight  if you can just bring bud or drinks or something that s actually a little more useful than straight cash,ham
833,you have been selected to stay in 1 of 250 top british hotels   for nothing  holiday worth å 350  to claim  call london 02072069400  bx 526  sw73ss,spam
834,sure  but make sure he knows we ain t smokin yet,ham
835,spending new years with my brother and his family  lets plan to meet next week  are you ready to be spoiled    ,ham
836,uncle abbey  happy new year  abiola,ham
837,when ì_ login dat time    dad fetching ì_ home now ,ham
838,urgent  your mobile number has been awarded with a å 2000 prize guaranteed  call 09058094455 from land line  claim 3030  valid 12hrs only,spam
839,not thought bout it       drink in tap   spile at seven     is that pub on gas st off broad st by canal     ok ,ham
840,lol boo i was hoping for a laugh,ham
841,s but not able to sleep ,ham
842,received  understood n acted upon ,ham
843,i dont thnk its a wrong calling between us,ham
844,the wine is flowing and i m i have nevering  ,ham
845,good luck  draw takes place 28th feb 06  good luck  for removal send stop to 87239 customer services 08708034412,spam
846,i shall book chez jules for half eight  if that s ok with you ,ham
847,how many licks does it take to get to the center of a tootsie pop ,ham
848,i will see in half an hour,ham
849, hey j  r u feeling any better,ham
850,for the first time in the history  need   comfort  and  luxury  are sold at same price in india     onion rs   lt   gt   petrol rs   lt   gt   beer rs   lt   gt   shesil   lt   gt ,ham
851,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam
852,i know you are  can you pls open the back ,ham
853,ummmmmaah many many happy returns of d day my dear sweet heart   happy birthday dear,ham
854,your next amazing xxx picsfree1 video will be sent to you enjoy  if one vid is not enough for 2day text back the keyword picsfree1 to get the next video ,ham
855,no  yes please  been swimming ,ham
856,you will be receiving this week s triple echo ringtone shortly  enjoy it ,spam
857,just seeing your missed call my dear brother  do have a gr8 day ,ham
858,yeah work is fine  started last week  all the same stuff as before  dull but easy and guys are fun ,ham
859,nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication     have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication  it is very champlaxigating  i think it is atrocious   wotz ur opinion     junna,ham
860,that means you got an a in epi  she s fine  she s here now ,ham
861,i haven t forgotten you  i might have a couple bucks to send you tomorrow  k  i love ya too,ham
862,u r subscribed 2 textcomp 250 wkly comp  1st wk s free question follows  subsequent wks charged 150p msg 2 unsubscribe txt stop 2 84128 custcare 08712405020,spam
863,i wont  so wat s wit the guys,ham
864,you are gorgeous  keep those pix cumming    thank you ,ham
865,oh k    i will come tomorrow,ham
866,long after i quit  i get on only like 5 minutes a day as it is ,ham
867,yup  anything lor  if u dun wan it s ok   ,ham
868,you ve won tkts to the euro2004 cup final or å 800 cash  to collect call 09058099801 b4190604  pobox 7876150ppm,spam
869,ic  there are a lotta childporn cars then ,ham
870,hey    thk we juz go accordin to wat we discussed yest lor  except no kb on sun    cos there s nt much lesson to go if we attend kb on sat   ,ham
871,for my family happiness  ,ham
872,can you call me plz  your number shows out of coveragd area  i have urgnt call in vasai  amp  have to reach before 4 o clock so call me plz,ham
873,was the farm open ,ham
874,ok ok ok  then  whats ur todays plan,ham
875,dont you have message offer,spam
876,it ll be tough  but i ll do what i have to,ham
877,bugis oso near wat    ,ham
878,urgent  please call 09066612661 from your landline  your complimentary 4  lux costa del sol holiday or å 1000 cash await collection  ppm 150 sae t cs james 28  eh74rr,spam
879,how much u trying to get ,ham
880,there s no point hangin on to mr not right if he s not makin u happy,ham
881,come to my home for one last time i wont do anything  trust me ,ham
882,whats the staff name who is taking class for us ,ham
883,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt,spam
884,still at west coast    haiz    ìï ll take forever to come back   ,ham
885,nah  wednesday  when should i bring the mini cheetos bag over ,ham
886,sometimes heart remembrs someone very much    forgets someone soon    bcoz heart will not like everyone  but liked ones will be remembered everytime    bslvyl,ham
887,it s ok  at least armand s still around,ham
888,how do you plan to manage that,ham
889,e admin building there  i might b slightly earlier    i ll call u when i m reaching   ,ham
890,i have a rather prominent bite mark on my right cheek,ham
891,im just wondering what your doing right now ,ham
892,awesome  think we can get an 8th at usf some time tonight ,ham
893,tessy  pls do me a favor  pls convey my birthday wishes to nimya  pls dnt forget it  today is her birthday shijas,ham
894,can you talk with me  ,ham
895,indeed and by the way it was either or   not both  ,ham
896,hello  how r u  im bored  inever thought id get bored with the tv but i am  tell me something exciting has happened there  anything    ,ham
897,they have a thread on the wishlist section of the forums where ppl post nitro requests  start from the last page and collect from the bottom up ,ham
898,yup i ve finished c ì_ there   ,ham
899,sent me ur email id soon,ham
900,ìï got wat to buy tell us then ì_ no need to come in again ,ham
901,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16 ,spam
902,s i m watching it in live  ,ham
903,where are you   what are you doing   are yuou working on getting the pc to your mom s   did you find a spot that it would work   i need you,ham
904,no drama pls i have had enough from you and family while i am struggling in the hot sun in a strange place no reason why there should be an ego of not going  if not invited  when actually its necessity to go wait for very serious reppurcussions ,ham
905,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094565,spam
906,summers finally here  fancy a chat or flirt with sexy singles in yr area  to get matched up just reply summer now  free 2 join  optout txt stop help08714742804,spam
907,hey so this sat are we going for the intro pilates only  or the kickboxing too  ,ham
908,sorry  i ll call later in meeting,ham
909,i reach home safe n sound liao   ,ham
910,i am thinking of going down to reg for pract lessons   flung my advance   haha wat time u going ,ham
911,buzzzz   grins  did i buzz your ass  buzz your chest   buzz your cock   where do you keep your phone   is the vibrator on   did you feel it shake  ,ham
912,ok i m gonna head up to usf in like fifteen minutes,ham
913,ìï eatin later but i m eatin wif my frens now lei    ìï going home first  ,ham
914,tell her i said eat shit ,ham
915,oh  my love  it s soooo good to hear from you  omg i missed you so much today  i m sorry your having problems with the provider but thank you for tming me,ham
916,awesome question with a cute answer  someone asked a boy  how is ur life        he smiled  amp  answered        she is fine    gudnite ,ham
917,lol     no just was busy,ham
918,that is wondarfull song,ham
919,x course it 2yrs  just so her messages on messenger lik you r sending me,ham
920,dear voucher holder  to claim this weeks offer  at you pc please go to http   www e tlp co uk expressoffer ts cs apply  to stop texts  txt stop to 80062,spam
921,you have been specially selected to receive a 2000 pound award  call 08712402050 before the lines close  cost 10ppm  16   t cs apply  ag promo,spam
922,i cant pick the phone right now  pls send a message,ham
923,sorry  i ll call later,ham
924,dont worry  i guess he s busy ,ham
925,well she s in for a big surprise ,ham
926,are you still playing with gautham ,ham
927,i got another job  the one at the hospital doing data analysis or something  starts on monday  not sure when my thesis will got finished,ham
928,u r too much close to my heart  if u go away i will be shattered  plz stay with me ,ham
929,have a good evening  ttyl,ham
930,ups which is 3days also  and the shipping company that takes 2wks  the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff ,ham
931,i û ve got some salt  you can rub it in my open wounds if you like ,ham
932,sports fans   get the latest sports news str  2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216  norm 4txt 120p ,spam
933,you are being ripped off  get your mobile content from www clubmoby com call 08717509990 poly true pix ringtones games six downloads for only 3,spam
934,desires  u going to doctor 4 liver  and get a bit stylish  get ur hair managed  thats it ,ham
935,urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18  ,spam
936,i felt so   not any conveying reason   ese he    what about me ,ham
937,this weekend is fine  an excuse not to do too much decorating ,ham
938,then i buy ,ham
939,yoyyooo u know how to change permissions for a drive in mac  my usb flash drive,ham
940,hope you are having a good week  just checking in,ham
941,aiyo cos i sms ì_ then ì_ neva reply so i wait 4 ì_ to reply lar  i tot ì_ havent finish ur lab wat ,ham
942,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines ,spam
943,cashbin co uk  get lots of cash this weekend   www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away   these  ,spam
944,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094594,spam
945, i should add that i don t really care and if you can t i can at least get this dude to fuck off but hey  your money if you want it ,ham
946,oh    lk tt den we take e one tt ends at cine lor    dun wan yogasana oso can    ,ham
947,hi chachi tried calling u now unable to reach u    pl give me a missed cal once u c tiz msg  kanagu,ham
948,finish liao    u ,ham
949,and pls pls drink plenty plenty water,ham
950,sorry i ve not gone to that place  i ll do so tomorrow  really sorry ,ham
951,oh yeah i forgot  u can only take 2 out shopping at once ,ham
952,what do u want for xmas  how about 100 free text messages   a new video phone with half price line rental  call free now on 0800 0721072 to find out more ,spam
953,lol well don t do it without me  we could have a big sale together ,ham
954,dear dave this is your final notice to collect your 4  tenerife holiday or  5000 cash award  call 09061743806 from landline  tcs sae box326 cw25wx 150ppm,spam
955,hanks lotsly ,ham
956,get 3 lions england tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  tones 3gbp network operator rates apply ,spam
957,shhhhh nobody is supposed to know ,ham
958,aight  you close by or still down around alex s place ,ham
959,i can do that  i want to please you both inside and outside the bedroom   ,ham
960,thanks for your ringtone order  reference number x49  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182  from   colour red text  colour txtstar,spam
961,so there s a ring that comes with the guys costumes  it s there so they can gift their future yowifes  hint hint,ham
962,they are just making it easy to pay back  i have   lt   gt  yrs to say but i can pay back earlier  you get ,ham
963,yup i shd haf ard 10 pages if i add figures    ìï all got how many pages ,ham
964,oh k    i will come tomorrow,ham
965,aiyar u so poor thing    i give u my support k    jia you  i ll think of u   ,ham
966,no it s waiting in e car dat s bored wat  cos wait outside got nothing 2 do  at home can do my stuff or watch tv wat ,ham
967,im gonnamissu so much  i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract   luv yaxx,ham
968,haha get used to driving to usf man  i know a lot of stoners,ham
969,you can stop further club tones by replying  stop mix   see my tone com enjoy  html for terms  club tones cost gbp4 50 week  mfl,spam
970,he will  you guys close ,ham
971,if you hear a loud scream in about  lt   gt  minutes its cause my gyno will be shoving things up me that don t belong   ,ham
972,watching tv now  i got new job   ,ham
973,it s fine  imma get a drink or somethin  want me to come find you ,ham
974,i am 6 ft  we will be a good combination ,ham
975,im gonna miss u so much,ham
976,his frens go then he in lor  not alone wif my mum n sis lor ,ham
977,2 laptop    i noe infra but too slow lar    i wan fast one,ham
978,is that seriously how you spell his name ,ham
979,nice talking to you  please dont forget my pix    i want to see all of you   ,ham
980,i prefer my free days    tues  wed  fri oso can    ìï ask those workin lor   ,ham
981,i d say that s a good sign but  well  you know my track record at reading women,ham
982,you have 1 new voicemail  please call 08719181513 ,spam
983,joy s father is john  then john is the name of joy s father  mandan,ham
984,would you like to see my xxx pics they are so hot they were nearly banned in the uk ,ham
985,evry emotion dsn t hav words evry wish dsn t hav prayrs   if u smile d world is wit u othrwise even d drop of tear dsn t lik 2 stay wit u so b happy   good morning  keep smiling   ,ham
986,lmao ok i wont be needing u to do my hair anymore ,ham
987,i don t think so  you don t need to be going out that late on a school night  especially when the one class you have is the one you missed last wednesday and probably failed a test in on friday,ham
988,yup ok   ,ham
989,ya  i m referin to mei s ex wat    no ah  waitin 4 u to treat  somebody shld b rich liao   so gd  den u dun have to work frm tmr onwards   ,ham
990,only once then after ill obey all yours ,ham
991, for the most sparkling shopping breaks from 45 per person  call 0121 2025050 or visit www shortbreaks org uk   ,spam
992,i think i ve fixed it can you send a test message ,ham
993,xclusive clubsaisai 2morow 28 5 soiree speciale zouk with nichols from paris free roses 2 all ladies     info  07946746291 07880867867 ,spam
994,what s ur pin ,ham
995,they will pick up and drop in car so no problem  ,ham
996,k go and sleep well  take rest    ,ham
997,ok    ur typical reply   ,ham
998,wife how she knew the time of murder exactly,ham
999,machan you go to gym tomorrow   i wil come late goodnight ,ham
1000,k  k  how about your training process ,ham
1001,ringtone club  get the uk singles chart on your mobile each week and choose any top quality ringtone  this message is free of charge ,spam
1002,watching telugu movie  wat abt u ,ham
1003,hi  i m always online on yahoo and would like to chat with you someday,ham
1004,sorry  i ll call you  later  i am in meeting sir ,ham
1005,same  i m at my great aunts anniversary party in tarpon springs,ham
1006,if we hit it off  you can move in with me   ,ham
1007,future is not what we planned for tomorrow       it is the result of what we do today     do the best in present    enjoy the future ,ham
1008,ur cash balance is currently 500 pounds   to maximize ur cash in now send go to 86688 only 150p msg  cc 08718720201 hg suite342 2lands row w1j6hl,spam
1009,only saturday and sunday holiday so its very difficult  ,ham
1010,meeting u is my work      tel me when shall i do my work tomorrow,ham
1011,darren was saying dat if u meeting da ge den we dun meet 4 dinner  cos later u leave xy will feel awkward  den u meet him 4 lunch lor ,ham
1012,i dont thnk its a wrong calling between us,ham
1013,when i have stuff to sell i ll tell you,ham
1014,this weeks savamob member offers are now accessible  just call 08709501522 for details  savamob  pobox 139  la3 2wu  only å 1 50 week  savamob   offers mobile ,spam
1015,total disappointment  when i texted you was the craziest shit got   ,ham
1016,should i buy him a blackberry bold 2 or torch  should i buy him new or used  let me know  plus are you saying i should buy the   lt   gt  g wifi ipad  and what are you saying about the about the   lt   gt  g ,ham
1017,ok no prob   ,ham
1018,that one week leave i put know that time  why ,ham
1019,great  never been better  each day gives even more reasons to thank god,ham
1020,k i ll head out in a few mins  see you there,ham
1021,hey babe  sorry i didn t get sooner  gary can come and fix it cause he thinks he knows what it is but he doesn t go as far a ptbo and he says it will cost   lt   gt   bucks  i don t know if it might be cheaper to find someone there   we don t have any second hand machines at all right now  let me know what you want to do babe,ham
1022,i hope your alright babe  i worry that you might have felt a bit desparate when you learned the job was a fake   i am here waiting when you come back  my love,ham
1023,mom wants to know where you at,ham
1024,que pases un buen tiempo or something like that,ham
1025,gd luck 4 ur exams    ,ham
1026,so u wan 2 come for our dinner tonight a not ,ham
1027,i was gonna ask you lol but i think its at 7,ham
1028,i ll text now  all creepy like so he won t think that we forgot,ham
1029,1  go to write msg 2  put on dictionary mode 3 cover the screen with hand  4 press   lt   gt    5 gently remove ur hand   its interesting    ,ham
1030,although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u  thanx 4 everything dat u ve done today  i m touched   ,ham
1031,i m at home n ready   ,ham
1032,house maid is the murderer  coz the man was murdered on   lt   gt  th january   as public holiday all govt instituitions are closed including post office  ,ham
1033,today is  song dedicated day     which song will u dedicate for me  send this to all ur valuable frnds but first rply me    ,ham
1034,we have all rounder  so not required  ,ham
1035,i love u 2 babe  r u sure everything is alrite  is he being an idiot  txt bak girlie,ham
1036,no prob  i will send to your email ,ham
1037,am okay  will soon be over  all the best,ham
1038,hi  you just spoke to maneesha v  we d like to know if you were satisfied with the experience  reply toll free with yes or no ,ham
1039,you also didnt get na hi hi hi hi hi,ham
1040,aaooooright are you at work ,ham
1041,i don t know jack shit about anything or i d say ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
1042,i dont have any of your file in my bag  i was in work when you called me i  ll tell you if i find anything in my room ,ham
1043,i cant pick the phone right now  pls send a message,ham
1044, that said can you text him one more time  ,ham
1045,die    now i have e toot fringe again   ,ham
1046,do 1 thing  change that sentence into   because i want 2 concentrate in my educational career im leaving here     ,ham
1047,alright  we re all set here  text the man,ham
1048,enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews  get more fun from jamster co uk  16 only help  call  09701213186 ,spam
1049,omg it could snow here tonite ,ham
1050,what time you thinkin of goin ,ham
1051,doc prescribed me morphine cause the other pain meds aren t enough  waiting for my mom to bring it  that med should kick in fast so i m gonna try to be on later,ham
1052,no management puzzeles ,ham
1053,you re right i have now that i think about it,ham
1054,xxxmobilemovieclub  to use your credit  click the wap link in the next txt message or click here   http   wap  xxxmobilemovieclub com n qjkgighjjgcbl,spam
1055,what happen dear  why you silent  i am tensed,ham
1056,nope  i just forgot  will show next week,ham
1057,so what u doing today ,ham
1058,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,spam
1059,yo dude guess who just got arrested the other day,ham
1060,da is good good player why he is unsold ,ham
1061,ok    i din get ur msg   ,ham
1062,rt king pro video club   need help  info ringtoneking co uk or call 08701237397 you must be 16  club credits redeemable at www ringtoneking co uk  enjoy ,spam
1063,some of them told accenture is not confirm  is it true ,ham
1064,ok thanx   ,ham
1065,sorry da  i gone mad so many pending works what to do ,ham
1066,i can t believe how attached i am to seeing you every day  i know you will do the best you can to get to me babe  i will go to teach my class at your midnight,ham
1067,its a big difference    lt   gt   versus   lt   gt   every   lt   gt  hrs,ham
1068,i think its far more than that but find out  check google maps for a place from your dorm ,ham
1069,i want to be inside you every night   ,ham
1070,ryder unsold now gibbs ,ham
1071,but am going to college pa  what to do  are else ill come there it self  pa ,ham
1072,i dont know ask to my brother  nothing problem some thing that  just i told  ,ham
1073,god picked up a flower and dippeditinadew  lovingly touched itwhichturnedinto u  and the he gifted tomeandsaid this friend is 4u,ham
1074,does she usually take fifteen fucking minutes to respond to a yes or no question,ham
1075,exactly  anyways how far  is jide her to study or just visiting,ham
1076,how are you babes  hope your doing ok  i had a shit nights sleep  i fell asleep at 5 iåõm knackered and iåõm dreading work tonight  what are thou upto tonight  x,ham
1077,sad story of a man   last week was my b day  my wife did nt wish me  my parents forgot n so did my kids   i went to work  even my colleagues did not wish ,ham
1078,and maybe some pressies,ham
1079,then she buying today  ìï no need to c meh   ,ham
1080,i have no idea where you are,ham
1081,hey boys  want hot xxx pics sent direct 2 ur phone  txt porn to 69855  24hrs free and then just 50p per day  to stop text stopbcm sf wc1n3xx,spam
1082,v skint too but fancied few bevies waz gona go meet  othrs in spoon but jst bin watchng planet earth sofa is v comfey  if i dont make it hav gd night,ham
1083,yup bathe liao   ,ham
1084,ok ill tell the company,ham
1085,no  on the way home  so if not for the long dry spell the season would have been over,ham
1086,i love you both too    ,ham
1087,no screaming means shouting  ,ham
1088,when did you get to the library,ham
1089,ok,ham
1090,haha    they cant what    at the most tmr forfeit    haha so how ,ham
1091,geeeee     i love you so much i can barely stand it,ham
1092,if you text on your way to cup stop that should work  and that should be bus,ham
1093,auction round 4  the highest bid is now å 54  next maximum bid is å 71  to bid  send bids e  g  10  to bid å 10  to 83383  good luck ,spam
1094,what you doing how are you ,ham
1095,yes i m in office da  ,ham
1096,you dont know you jabo me abi ,ham
1097,i m home  ard wat time will u reach ,ham
1098,do u konw waht is rael friendship im gving yuo an exmpel  jsut ese tihs msg   evrey splleing of tihs msg is wrnog   bt sitll yuo can raed it wihtuot ayn mitsake   goodnight  amp  have a nice sleep  sweet dreams  ,ham
1099,as in i want custom officer discount oh ,ham
1100,me also da  i feel yesterday night  wait til 2day night dear ,ham
1101,i am seeking a lady in the street and a freak in the sheets  is that you ,ham
1102,purity of friendship between two is not about smiling after reading the forwarded message  its about smiling just by seeing the name  gud evng musthu,ham
1103,ok thats cool  its   just off either raglan rd or edward rd  behind the cricket ground  gimme ring when ur closeby see you tuesday ,ham
1104,yes see ya not on the dot,ham
1105,hey next sun 1030 there s a basic yoga course    at bugis    we can go for that    pilates intro next sat     tell me what time you r free,ham
1106,pdate_now   double mins and 1000 txts on orange tariffs  latest motorola  sonyericsson   nokia   bluetooth free  call mobileupd8 on 08000839402 or call2optout  yhl,spam
1107,say this slowly   god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it   ,ham
1108,hey what s up charles sorry about the late reply ,ham
1109,oh oh    den muz change plan liao    go back have to yan jiu again   ,ham
1110,huh i cant thk of more oredi how many pages do we have ,ham
1111,i have printed it oh  so   lt   gt   come upstairs,ham
1112,k k   sms chat with me ,ham
