Class,Text
ham,can you do online transaction 
ham,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor  then he started guessing who i was wif n he finally guessed darren lor 
ham,oops i thk i dun haf enuff    i go check then tell ì_  
ham,my slave  i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone  bright light 
ham,i love to give massages  i use lots of baby oil    what is your fave position 
ham,dad wanted to talk about the apartment so i got a late start  omw now
ham,she left it very vague  she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place  but checking online now and all places around usc are   lt   gt   and up
ham,i guess it is useless calling u 4 something important 
ham,perhaps   is much easy give your account identification  so i will tomorrow at uni
ham,i wud never mind if u dont miss me or if u dont need me   but u wil really hurt me wen u need me  amp  u dont tell me          take care   
spam,got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk wrc   itcould be u 
ham,at bruce b downs  amp  fletcher now
ham,i dont know what to do to come out of this so only am ask questions like this dont mistake me 
ham,i ask if u meeting da ge tmr nite   
ham,how do friends help us in problems  they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
ham,i am waiting machan  call me once you free 
ham,okay lor    wah    like that def they wont let us go    haha    what did they say in the terms and conditions 
ham,juz now havent woke up so a bit blur blur    can  dad went out liao    i cant cum now oso   
ham,like a personal sized or what
ham,hi my email address has changed now it is 
ham,your account has been refilled successfully by inr   lt decimal gt    your keralacircle prepaid account balance is rs   lt decimal gt    your transaction id is kr  lt   gt   
ham,u 2 
spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058097189 now all will be revealed  pobox 6  ls15hb 150p 
ham,sir  i am waiting for your call  once free please call me 
ham,i cant wait to see you  how were the photos were useful    
ham,dear i am not denying your words please
ham,and that s fine  i got enough bud to last most of the night at least
ham,our prashanthettan s mother passed away last night  pray for her and family 
ham,i dont understand your message 
ham,i got a call from a landline number      i am asked to come to anna nagar       i will go in the afternoon
ham,wylie update  my weed dealer carlos went to freedom and had a class with lunsford
ham,no b4 thursday
ham,you need to get up  now 
ham,would really appreciate if you call me  just need someone to talk to 
ham,no need lar i go engin  cos my sis at arts today   
ham,say this slowly   god i love you  amp  i need you clean my heart with your blood send this to ten special people  amp  u c miracle tomorrow  do it pls pls do it   
ham,just got outta class gonna go gym 
ham,meanwhile in the shit suite  xavier decided to give us   lt   gt   seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit  also i don t think doug realizes i don t live here anymore
ham,can you open the door 
ham,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person  i ll make a trip to ptbo for that  i hope everything is good with you babe and i love ya   
ham,i  career tel  have added u as a contact on indyarocks com to send free sms  to remove from phonebook   sms no to   lt   gt 
ham,also track down any lighters you can find
ham,you are everywhere dirt  on the floor  the windows  even on my shirt  and sometimes when i open my mouth  you are all that comes flowing out  i dream of my world without you  then half my chores are out too  a time of joy for me  lots of tv shows i ll see  but i guess like all things you just must exist  like rain  hail and mist  and when my time here is done  you and i become one 
ham,love you aathi  love u lot  
ham,at what time are you coming 
ham,also north carolina and texas atm  you would just go to the gre site and pay for the test results to be sent 
spam,sunshine quiz wkly q  win a top sony dvd player if u know which country the algarve is in  txt ansr to 82277  å 1 50 sp tyrone
ham,just sent it  so what type of food do you like 
ham,good night my dear   sleepwell amp take care
ham,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
ham,you can never do nothing
ham,yes watching footie but worried we re going to blow it   phil neville 
ham,hey leave it  not a big deal    take care 
ham,been up to ne thing interesting  did you have a good birthday  when are u wrking nxt  i started uni today 
ham,how much did ur hdd casing cost 
ham,im sorry bout last nite it wasnåõt ur fault it was me  spouse it was pmt or sumthin  u 4give me  i think u shldxxxx
ham,is xy in ur car when u picking me up 
ham,why did i wake up on my own  gt   
ham,hey you gave them your photo when you registered for driving ah  tmr wanna meet at yck  
ham,night night  see you tomorrow
ham,hey tmr maybe can meet you at yck
ham,yes baby  i need to stretch open your pussy 
ham,aiyar dun disturb u liao    thk u have lots 2 do aft ur cupboard come   
ham,hurt me    tease me    make me cry    but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u   have a nice day bslvyl
ham, you didn t hear it from me 
ham,yes  how is a pretty lady like you single 
ham,wat happened to the cruise thing
ham,oic    i saw him too but i tot he din c me    i found a group liao   
ham,argh my 3g is spotty  anyway the only thing i remember from the research we did was that province and sterling were the only problem free places we looked at
ham,what   u wearing 
ham,missing you too pray inshah allah
ham,do you still have the grinder 
spam,moby pub quiz win a å 100 high street prize if u know who the new duchess of cornwall will be  txt her first name to 82277 unsub stop å 1 50 008704050406 sp
ham,yup song bro  no creative  neva test quality  he said check review online 
ham,dunno lei he neva say   
ham,no  i meant the calculation is the same  that   lt   gt  units at   lt   gt    this school is really expensive  have you started practicing your accent  because its important  and have you decided if you are doing 4years of dental school or if you ll just do the nmde exam 
ham,jus finish watching tv    u 
ham,are you wet right now 
ham,hi happy birthday  hi hi hi hi hi hi hi
ham,see the forwarding message for proof
spam,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg 
ham,fair enough  anything going on 
ham,a boy was late 2 home  his father   power of frndship   
ham,and now electricity just went out fml 
ham,you are always putting your business out there  you put pictures of your ass on facebook  you are one of the most open people i ve ever met  why would i think a picture of your room would hurt you  make you feel violated 
ham,wen ur lovable bcums angry wid u  dnt take it seriously   coz being angry is d most childish n true way of showing deep affection  care n luv    kettoda manda    have nice day da 
ham,i think it s all still in my car
spam,urgent urgent  we have 800 free flights to europe to give away  call b4 10th sept   take a friend 4 free  call now to claim on 09050000555  ba128nnfwfly150ppm
ham,right it wasnt you who phoned it was someone with a number like yours 
spam,wanna have a laugh  try chit chat on your mobile now  logon by txting the word  chat and send it to no  8883 cm po box 4217 london w1a 6zf 16  118p msg rcvd
ham,don know  i did t msg him recently 
ham,hey babe  how s it going   did you ever figure out where your going for new years  
ham,i m in office now   i will call you   lt   gt   min  
ham,hi hope u r both ok  he said he would text and he hasn t  have u seen him  let me down gently please 
ham,hey happy birthday   
spam,dear voucher holder  to claim this weeks offer  at your pc please go to http   www wtlp co uk text  ts cs apply 
ham,what time u wrkin 
ham,where are you when wil you reach here 
ham,i hope you know i m still mad at you 
ham,nothing will ever be easy  but don t be looking for a reason not to take a risk on life and love
ham,depends on where u going lor 
spam,message important information for o2 user  today is your lucky day  2 find out why log onto http   www urawinner com there is a fantastic surprise awaiting you
spam,this is the 2nd time we have tried to contact u  u have won the å 1450 prize to claim just call 09053750005 b4 310303  t cs stop sms 08718725756  140ppm
spam,free for 1st week  no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates  www getzed co uk pobox 36504 w45wq 16  norm150p tone
ham,ìï thk of wat to eat tonight 
ham,no  it s not pride  i m almost   lt   gt   years old and shouldn t be takin money from my kid  you re not supposed to have to deal with this stuff  this is grownup stuff  why i don t tell you 
ham,we live in the next   lt   gt  mins
ham,hi darlin i finish at 3 do u 1 2 pick me up or meet me  text back on this number luv kate xxx
ham,hi its in durban are you still on this number
ham,i cant pick the phone right now  pls send a message
ham,i got to video tape pple type in message lor  u so free wan 2 help me  hee    cos i noe u wan 2 watch infernal affairs so ask u along  asking shuhui oso 
ham,kindly send some one to our flat before   lt decimal gt   today 
ham,i know dat feelin had it with pete  wuld get with em   nuther place nuther time mayb 
ham,ok  very good  its all about making that money 
spam,thanks for your subscription to ringtone uk your mobile will be charged å 5 month please confirm by replying yes or no  if you reply no you will not be charged
ham,how did you find out in a way that didn t include all of these details
ham, the world suffers a lot    not because of the violence of bad people  but because of the silence of good people   
ham,yeah i should be able to  i ll text you when i m ready to meet up
ham,its   lt   gt  k here oh  should i send home for sale 
ham,fuck babe     i miss you already  you know   can t you let me send you some money towards your net   i need you     i want you     i crave you    
ham,carlos is down but i have to pick it up from him  so i ll swing by usf in a little bit
ham,u can call me now   
spam,talk sexy   make new friends or fall in love in the worlds most discreet text dating service  just text vip to 83110 and see who you could meet 
ham,where are the garage keys  they aren t on the bookshelf
ham,omw back to tampa from west palm  you hear what happened 
ham,ok  i asked for money how far
ham,sorry in meeting i ll call later
ham,crucify is c not s  you should have told me earlier 
ham,sorry that took so long  omw now
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for  by the way who is this  dont know number  joke
ham,no   i got rumour that you going to buy apartment in chennai   
ham,hey  there s veggie pizza      
ham,okay    we wait ah
ham,oh is it  send me the address
ham,haf u found him  i feel so stupid da v cam was working 
spam,from www applausestore com monthlysubscription 50p msg max6 month t csc web age16 2stop txt stop
ham,i am not at all happy with what you saying or doing
ham,nothing just getting msgs by dis name wit different no s  
ham,no my blankets are sufficient  thx
ham,who were those people   were you in a tour   i thought you were doing that sofa thing you sent me   your curious sugar
spam,1000 s flirting now  txt girl or bloke   ur name   age  eg girl zoe 18 to 8007 to join and get chatting 
spam,congrats 2 mobile 3g videophones r yours  call 09063458130 now  videochat wid ur mates  play java games  dload polyph music  noline rentl  bx420  ip4  5we  150p
ham,there is no sense in my foot and penis 
ham,that s significant but dont worry 
ham,your gonna have to pick up a  1 burger for yourself on your way home  i can t even move  pain is killing me 
ham,yeah probably  i still gotta check out with leo
spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records 
ham,in that case i guess i ll see you at campus lodge
ham,to the wonderful okors  have a great month  we cherish you guys and wish you well each day  mojibiola
spam,you ve won  your 4  costa del sol holiday or å 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costå 1 50 pm  max10mins
ham, lt   gt   great loxahatchee xmas tree burning update  you can totally see stars here
ham,r u here yet  i m wearing blue shirt n black pants 
ham,good afternoon  my love  how goes that day   i hope maybe you got some leads on a job  i think of you  boytoy and send you a passionate kiss from across the sea
spam,don t b floppy    b snappy   happy  only gay chat service with photo upload call 08718730666  10p min   2 stop our texts call 08712460324
ham,no rushing  i m not working  i m in school so if we rush we go hungry 
ham,tessy  pls do me a favor  pls convey my birthday wishes to nimya  pls dnt forget it  today is her birthday shijas
ham,lol u still feeling sick 
ham,ok anyway no need to change with what you said
spam,dear voucher holder  to claim this weeks offer  at you pc please go to http   www e tlp co uk reward  ts cs apply 
ham,gud mrng dear hav a nice day
ham,ok  no wahala  just remember that a friend in need    
ham,what time you coming down later  
ham,  how s things  just a quick question 
ham,okie   
ham,actually i deleted my old website  now i m blogging at magicalsongs blogspot com
ham,just buy a pizza  meat lovers or supreme  u get to pick 
ham,how much for an eighth 
ham,ìï dun need to pick ur gf 
ham,dude just saw a parked car with its sunroof popped up  sux
ham,hi   where are you  we re at  and they re not keen to go out i kind of am but feel i shouldn t so can we go out tomo  don t mind do you 
ham,if you were are free i can give  otherwise nalla adi entey nattil kittum
ham,don t look back at the building because you have no coat and i don t want you to get more sick  just hurry home and wear a coat to the gym   
ham,good evening  this is roger  how are you 
ham,so i m doing a list of buyers 
ham,i m good  have you registered to vote 
ham,send ur birthdate with month and year  i will tel u ur life partner s name  and the method of calculation  reply must 
ham,you have got tallent but you are wasting 
ham,well i might not come then   
ham,hope you are having a great new semester  do wish you the very best  you are made for greatness 
ham,waiting in e car 4 my mum lor  u leh  reach home already 
ham,whatsup there  dont u want to sleep
ham,pls dont forget to study
spam,congrats  2 mobile 3g videophones r yours  call 09063458130 now  videochat wid your mates  play java games  dload polyph music  noline rentl 
ham,well  im computerless  time to make some oreo truffles
spam,loan for any purpose å 500   å 75 000  homeowners   tenants welcome  have you been previously refused  we can still help  call free 0800 1956669 or text back  help 
ham,why don t you wait  til at least wednesday to see if you get your  
spam,adult 18 content your video will be with you shortly
ham,i dun thk i ll quit yet    hmmm  can go jazz   yogasana oso can    we can go meet em after our lessons den    
ham,i am great  how are you 
ham,do ì_ all wan 2 meet up n combine all the parts  how s da rest of da project going 
spam,congratulations ur awarded either å 500 of cd gift vouchers   free entry 2 our å 100 weekly draw txt music to 87066 tncs www ldew com1win150ppmx3age16
ham,wait 2 min  stand at bus stop
ham,yeah i can still give you a ride
ham,lol now i m after that hot air balloon 
ham,carry on not disturbing both of you
ham,ok no prob  take ur time 
ham,no my mum went 2 dentist 
ham,5 nights   we nt staying at port step liao   too ex
ham,weightloss  no more girl friends  make loads of money on ebay or something  and give thanks to god 
ham,ok lor ì_ reaching then message me 
ham,are you still getting the goods 
spam,great news  call freefone 08006344447 to claim your guaranteed å 1000 cash or å 2000 gift  speak to a live operator now 
ham,please tell me you have some of that special stock you were talking about
ham,just sleeping  and surfing
ham,yup    from what i remb    i think should be can book    
ham,but i have to  i like to have love and arrange 
ham,save yourself the stress  if the person has a dorm account  just send your account details and the money will be sent to you 
spam,themob hit the link to get a premium pink panther game  the new no  1 from sugababes  a crazy zebra animation or a badass hoody wallpaper all 4 free 
ham,no i don t have cancer  moms making a big deal out of a regular checkup aka pap smear
ham,hasn t that been the pattern recently crap weekends 
ham,i tagged my friends that you seemed to count as your friends 
ham,send to someone else    
ham,awesome  plan to get here any time after like   lt   gt    i ll text you details in a wee bit
ham,hello  damn this christmas thing  i think i have decided to keep this mp3 that doesnt work 
ham,leaving to qatar tonite in search of an opportunity all went fast pls add me in ur prayers dear rakhesh
ham,nah dub but je still buff
ham,nah  i m a perpetual dd
ham,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly  love me xxx
ham,wow didn t think it was that common  i take it all back ur not a freak  unless u chop it off   
ham,try neva mate  
ham,what was she looking for 
ham,yeah  don t go to bed  i ll be back before midnight
ham,i ll probably be around mu a lot
ham,u will switch your fone on dammit  
ham,true  it is passable  and if you get a high score and apply for phd  you get 5years of salary  so it makes life easier 
ham,god picked up a flower and dippeditinadew  lovingly touched itwhichturnedinto u  and the he gifted tomeandsaid this friend is 4u
spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send cash to 86688 only 150p msg  cc  08708800282 hg suite342 2lands row w1j6hl
ham, wnevr i wana fal in luv vth my books  my bed fals in luv vth me        yen madodu  nav pretsorginta  nammanna pretsovru important alwa         gud eveb   
spam,private  your 2003 account statement for 07815296484 shows 800 un redeemed s i m  points  call 08718738001 identifier code 41782 expires 18 11 04 
ham,heehee that was so funny tho
spam,call 09095350301 and send our girls into erotic ecstacy  just 60p min  to stop texts call 08712460324  nat rate 
ham,well the weather in cali s great  but its complexities are great  you need a car to move freely  its taxes are outrageous  but all in all its a great place  the sad part is i missing home 
ham,hi this is yijue    it s regarding the 3230 textbook it s intro to algorithms second edition    i m selling it for  50   
ham,yes but i dont care  i need you bad  princess 
ham,did either of you have any idea s  do you know of anyplaces doing something 
ham,carlos says he ll be at mu in   lt   gt   minutes
spam,todays voda numbers ending 5226 are selected to receive a  350 award  if you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
ham,its ok  called mom instead have fun
ham,hey u still at the gym 
ham,tell your friends what you plan to do on valentines day    lt url gt 
ham,pandy joined 4w technologies today he got job  
ham,if u dun drive then how i go 2 sch 
ham,men always needs a beautiful  intelligent  caring  loving  adjustable  cooperative wife  but the law allows only one wife    
ham,derp  which is worse  a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with
ham,at the funeral home with audrey and dad
spam,urgent  your mobile no 07808726822 was awarded a å 2 000 bonus caller prize on 02 09 03  this is our 2nd attempt to contact you  call 0871 872 9758 box95qu
ham,happy new year to u too 
ham,i take it we didn t have the phone callon friday  can we assume we won t have it this year now 
ham,no no  i will check all rooms befor activities
ham,what is your account number 
ham,if u laugh really loud   if u talk spontaneously   if u dont care what others feel   u are probably with your dear  amp  best friends   goodevening dear    
ham,are you ok  what happen to behave like this
ham, happy valentines day   i know its early but i have hundreds of handsomes and beauties to wish  so i thought to finish off aunties and uncles 1st    
ham,i just really need shit before tomorrow and i know you won t be awake before like 6
spam,ringtone club  gr8 new polys direct to your mobile every week  
ham,sir  i am waiting for your call 
ham,these won t do  have to move on to morphine
ham,when you just put in the   sign  choose my number and the pin will show  right 
ham,i came hostel  i m going to sleep  plz call me up before class  hrishi 
ham,i got your back  do you have any dislikes in bed 
spam,88066 from 88066 lost 3pound help
spam,santa calling  would your little ones like a call from santa xmas eve  call 09058094583 to book your time 
ham,ok   is any problem to u frm him  wats matter 
ham,oh k k  but he is not a big hitter anyway good
ham,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is   lt   gt  k help pls i will load d card abi hw keep me posted luv  2 mj
ham,tiwary to rcb battle between bang and kochi 
spam,i am hot n horny and willing i live local to you   text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk  02085076972 reply stop to end
ham,bbq this sat at mine from 6ish  ur welcome 2 come
spam,100 dating service cal l 09064012103 box334sk38ch
ham,mmmmmm     i love you so much  ahmad     i can t wait for this year to begin as every second takes me closer to being at your side  happy new year  my love  
ham,long beach lor  expected    u having dinner now 
ham,gud mrng dear hav a nice day
ham,camera quite good  10 1mega pixels  3optical and 5digital dooms  have a lovely holiday  be safe and i hope you hav a good journey  happy new year to you both  see you in a couple of weeks  
ham,go where n buy  juz buy when we get there lar 
ham,me i m not workin  once i get job   
ham,today am going to college so am not able to atten the class 
ham,hi good mornin   thanku wish u d same  
ham,dear umma she called me now    
ham,i m not smoking while people use  wylie smokes too much   to justify ruining my shit 
ham,pls i wont belive god not only jesus 
spam,u r a winner u ave been specially selected 2 receive å 1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p min  18  
ham,what s the significance 
ham,i m turning off my phone  my moms telling everyone i have cancer  and my sister won t stop calling  it hurts to talk  can t put up with it  see u when u get home  love u
ham,i need an 8th but i m off campus atm  could i pick up in an hour or two 
ham,do u knw dis no   lt   gt   
ham,    oh well  c u later
ham,never blame a day in ur life  good days give u happiness  bad days give u experience  both are essential in life  all are gods blessings  good morning  
ham,u coming back 4 dinner rite  dad ask me so i re confirm wif u   
spam,from 88066 lost å 12 help
ham,this is ur face test   1 2 3 4 5 6 7 8 9   lt   gt     select any number i will tell ur face astrology     am waiting  quick reply   
ham,watch lor  i saw a few swatch one i thk quite ok  ard 116 but i need 2nd opinion leh   
ham,4 oclock at mine  just to bash out a flat plan 
ham,we regret to inform u that the nhs has made a mistake u were never actually born please report 2 yor local hospital 2b terminated we r sorry 4 the inconvenience
ham,two teams waiting for some players
ham,u say leh    of course nothing happen lar  not say v romantic jus a bit only lor  i thk e nite scenery not so nice leh 
ham,hellogorgeous  hows u  my fone was on charge lst nitw wen u texd me  hopeu ad a nice wkend as im sure u did lookin 4ward 2 c in u 2mrw luv jaz
ham,i ll meet you in the lobby
ham,you have registered sinco as payee  log in at icicibank com and enter urn   lt   gt   to confirm  beware of frauds  do not share or disclose urn to anyone 
ham,oh ok i didnt know what you meant  yep i am baby jontin
ham,whats that coming over the hill      is it a monster  hope you have a great day  things r going fine here  busy though  
ham,well done and   luv ya all 
ham,you lifted my hopes with the offer of money  i am in need  especially when the end of the month approaches and it hurts my studying  anyways have a gr8 weekend
ham,i will reach ur home in   lt   gt   minutes
ham,hiya  had a good day  have you spoken to since the weekend 
ham,nothing  can   
ham,oh just getting even with u     u 
ham,aight  lemme know what s up
spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 to 87575  1st tone free   so get txtin now and tell ur friends  150p tone  16 reply hl 4info
ham,i am in tirupur da  once you started from office call me 
ham,dear shall mail tonite busy in the street shall update you tonite things are looking ok varunnathu edukkukayee raksha ollu but a good one in real sense 
ham,i thought i d get him a watch  just cos thats the kind of thing u get4an18th  and he loves so much 
ham,hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch  thanx but u wait til nxt time il ave ya 
ham,please give it 2  or i will pick it up on tuesday evening about 8 if that is ok 
ham,k    must book a not huh  so going for yoga basic on sunday 
ham,no  but you told me you were going  before you got drunk 
ham,can you plz tell me the ans  bslvyl sent via fullonsms com
ham,should i head straight there or what
ham,did i forget to tell you   i want you   i need you  i crave you     but most of all     i love you my sweet arabian steed     mmmmmm     yummy
ham,hi babe its me thanks for coming even though it didnt go that well i just wanted my bed  hope to see you soon love and kisses xxx
ham,oh yeah and hav a great time in newquay send me a postcard  1 look after all the girls while im gone u know the 1im talkin bout  xx
ham,my house here e sky quite dark liao    if raining then got excuse not 2 run already rite    hee   
ham,sorry sir  i will call you tomorrow   senthil hsbc
ham,this single single answers are we fighting  plus i said am broke and you didnt reply
ham,of course  i guess god s just got me on hold right now 
ham,already one guy loving you   
ham,it is only yesterday true true 
ham,are you in castor  you need to see something
ham,your pussy is perfect 
ham,haha just kidding  papa needs drugs
ham,maybe westshore or hyde park village  the place near my house 
ham,or i go home first lar ì_ wait 4 me lor   i put down my stuff first  
ham,ya  told  she was asking wats matter 
ham,looks like you found something to do other than smoke  great job 
ham,mm that time you dont like fun
ham,does uncle timi help in clearing cars
ham,lol yes  our friendship is hanging on a thread cause u won t buy stuff 
ham,sweet  we may or may not go to 4u to meet carlos so gauge patty s interest in that
ham,i ll let you know when it kicks in
ham,actually nvm  got hella cash  we still on for   lt   gt  ish 
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text   free camcorder reply of call 08000930705 now
ham,your gonna be the death if me  i m gonna leave a note that says its all robs fault  avenge me 
ham,just wait till end of march when el nino gets himself  oh 
ham,i will come tomorrow di
ham,ok that s great thanx a lot 
ham,i wanna watch that movie
ham,oh unintentionally not bad timing  great  fingers  the trains play along  will give fifteen min warning 
ham,aight i ll grab something to eat too  text me when you re back at mu
ham,or just do that 6times
spam,mobile club  choose any of the top quality items for your mobile  7cfca1a
ham,goodmorning  today i am late for   lt decimal gt  min 
spam,sunshine quiz wkly q  win a top sony dvd player if u know which country liverpool played in mid week  txt ansr to 82277  å 1 50 sp tyrone
spam,u are subscribed to the best mobile content service in the uk for å 3 per 10 days until you send stop to 82324  helpline 08706091795
ham,no da  i am happy that we sit together na
spam,freemsg  our records indicate you may be entitled to 3750 pounds for the accident you had  to claim for free reply with yes to this msg  to opt out text stop
ham,oh    i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb    okie lor  u call me when ready   
ham,geeeee     your internet is really bad today  eh  
ham,ill be there on   lt   gt   ok 
ham,i am going to sleep  i am tired of travel 
spam,thanks for your ringtone order  reference number x49 your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182
spam,big brother alert  the computer has selected u for 10k cash or  150 voucher  call 09064018838  ntt po box cro1327 18  bt landline cost 150ppm mobiles vary
ham,i liked the new mobile
spam,ur awarded a city break and could win a å 200 summer shopping spree every wk  txt store to 88039   skilgme  tscs087147403231winawk age16 å 1 50perwksub
ham,science tells that chocolate will melt under the sunlight  please don t walk under the sunlight  bcoz i don t want to loss a sweet friend 
ham,k  wait chikku  il send aftr   lt   gt  mins
ham,going to take your babe out  
ham,yes  last  practice
ham,otherwise had part time job na tuition  
ham,sorry chikku  my cell got some problem thts y i was nt able to reply u or msg u  
ham,reverse is cheating  that is not mathematics 
ham,watching tv lor  nice one then i like lor 
ham,no no  this is kallis home ground amla home town is durban  
ham,1 in cbe  2 in chennai 
ham,well then you have a great weekend 
spam,you have an important customer service announcement from premier 
ham,yup no more already    thanx 4 printing n handing it up 
spam,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
ham,eek that s a lot of time especially since american pie is like 8 minutes long  i can t stop singing it 
ham,yup i thk cine is better cos no need 2 go down 2 plaza mah 
ham,happy new year my no 1 man
ham,ok   
ham,theoretically yeah  he could be able to come
ham,dis is yijue  i jus saw ur mail  in case huiming havent sent u my num  dis is my num 
ham,enjoy urself tmr   
ham,no way i m going back there 
ham,lmao nice 1
ham,so when do you wanna gym harri
ham,water logging in desert  geoenvironmental implications 
ham,i m sick    i m needy    i want you     pouts   stomps feet  where are you     pouts   stomps feet  i want my slave    i want him now   
spam,we currently have a message awaiting your collection  to collect your message just call 08718723815 
ham,i don know account details  i will ask my mom and send you my mom is out of reach now 
ham,no  i decided that only people who care about stuff vote and caring about stuff is for losers
ham,shall i send that exe to your mail id 
ham,i thought we were doing a king of the hill thing there 
ham,its a laptop take it with you 
ham,k i ll call you when i m close
ham,sary just need tim in the bollox  it hurt him a lot so he tol me 
ham,don no da  whats you plan 
ham,yes i started to send requests to make it but pain came back so i m back in bed  double coins at the factory too  i gotta cash in all my nitros 
ham,oh baby of the house  how come you dont have any new pictures on facebook
ham,shall i come to get pickle
spam,natalie  20 f  is inviting you to be her friend  reply yes 165 or no 165 see her  www sms ac u natalie2k9 stop  send stop frnd to 62468
ham,good sleep is about rhythm  the person has to establish a rhythm that the body will learn and use  if you want to know more    
ham,was the actual exam harder than nbme
ham,  thought i didn t see you 
ham,you are not bothering me but you have to trust my answers  pls 
ham,japanese proverb  if one can do it  u too can do it  if none can do it u must do it indian version  if one can do it  let him do it   if none can do it leave it   and finally kerala version  if one can do it  stop him doing it   if none can do it  make a strike against it    
spam,i d like to tell you my deepest darkest fantasies  call me 09094646631 just 60p min  to stop texts call 08712460324  nat rate 
ham,i know she called me
ham,carlos took a while  again   we leave in a minute
ham,can u look 4 me in da lib i got stuff havent finish yet 
ham,anything   
ham,i think steyn surely get one wicket  
ham,ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again  but you can call me there xx
ham,hey i ve booked the 2 lessons on sun liao   
ham,i meant middle left or right 
ham,i cant pick the phone right now  pls send a message
ham,have you had a good day  mine was really busy are you up to much tomorrow night 
ham,yeah get the unlimited
ham,i m gonna be home soon and i don t want to talk about this stuff anymore tonight  k  i ve cried enough today 
spam,do you ever notice that when you re driving  anyone going slower than you is an idiot and everyone driving faster than you is a maniac 
ham,er mw im filled tuth is aight
ham,customer place  i wil cal u sir 
ham,have you heard from this week 
ham,thats cool princess  i will cover your face in hot sticky cum   
spam, forwarded from 21870000 hi   this is your mailbox messaging sms alert  you have 4 messages  you have 21 matches  please call back on 09056242159 to retrieve your messages and matches
ham,good afternoon my boytoy  how goes that walking here and there day   did you get that police abstract  are you still out and about  i wake and miss you babe
ham,that s cool  i ll come by like   lt   gt  ish
ham,hi     do u want   to join me with sts later     meeting them at five     call u after class 
spam,sms services  for your inclusive text credits  pls goto www comuk net login        unsubscribe with stop  no extra charge  help 08700469649  po box420  ip4 5we
ham,wot u wanna do then missy 
ham,well welp is sort of a semiobscure internet thing
ham,it is a good thing i m now getting the connection to bw
ham,u can call now   
ham,love you aathi  love u lot  
ham,i ve got ten bucks  jay is being noncomittal
ham,good day to you too pray for me remove the teeth as its painful maintaining other stuff 
ham,meet after lunch la   
ham,otherwise had part time job na tuition  
spam,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points  to claim call 08719181259 identifier code  xxxxx expires 26 03 05
ham,ok    then r we meeting later 
ham,it s still not working  and this time i also tried adding zeros  that was the savings  the checking is   lt   gt  
ham,it s ok lar  u sleep early too    nite   
ham,evening   v good if somewhat event laden  will fill you in  don t you worry  û_ head   ok but throat   wrecked  see you at six then 
ham,hiya  sorry didn t hav signal  i haven t seen or heard from and neither has  which is unusual in itself  i ll put on the case and get him to sort it out  hugs and snogs 
ham,yar but they say got some error 
ham,the gas station is like a block away from my house  you ll drive right by it since armenia ends at swann and you have to take howard
ham,thanks love  but am i doing torch or bold 
spam,smsservices  for yourinclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
ham,wot student discount can u get on books 
spam,orange brings you ringtones from all time chart heroes  with a free hit each week  go to ringtones   pics on wap  to stop receiving these tips reply stop 
ham,no break time one    how    i come out n get my stuff fr ì_ 
ham,lol where do u come up with these ideas 
ham,not a drop in the tank
ham,have a great trip to india  and bring the light to everyone not just with the project but with everyone that is lucky to see you smile  bye  abiola
ham,i hope you arnt pissed off but id would really like to see you tomorrow  love me xxxxxxxxxxxxxx
